SEQ,LONG,LAT,LOCAL_ED,LOCALIZACA,REFERENCIA,DATA,MES,H_INICIO,H_FIM,DURACAO,DUR_H,id_estacao,codestacao,latitude,longitude,nome,id_municip,rede,tipoestaca,geocodigo,cidade,xcoord,ycoord
870.000000,-46.642490,-23.536600,AV RIO BRANCO,AV RIO BRANCO REPUBLICA,AV DUQ DE CAXIAS-BAIRROCENTRO-SE,2019/07/04,7.000000,14:55:00,15:06:00,00:11:00,0.18,"3179",355030833A,-23.543310999999999,-46.635987000000000,AC Central de SP,"2692",CEMADEN,Pluviométrica,"3550308",SÃO PAULO,-46.635987000000000,-23.543310999999999
871.000000,-46.633120,-23.535380,AV SEN QUEIROS,AV SEN QUEIROS REPUBLICA,R FLORENCIO DE ABREU-BAIRROCENTRO - DIREITA-SE,2019/07/04,7.000000,15:01:00,15:05:00,00:04:00,0.07,"3179",355030833A,-23.543310999999999,-46.635987000000000,AC Central de SP,"2692",CEMADEN,Pluviométrica,"3550308",SÃO PAULO,-46.635987000000000,-23.543310999999999
876.000000,-46.632313,-23.541833,R VINTE E CINCO DE MARCO,R VINTE E CINCO DE MARCO,ALTURA DO NUMERO 595-UNICO-SE,2019/07/04,7.000000,16:13:00,16:28:00,00:15:00,0.25,"3179",355030833A,-23.543310999999999,-46.635987000000000,AC Central de SP,"2692",CEMADEN,Pluviométrica,"3550308",SÃO PAULO,-46.635987000000000,-23.543310999999999
877.000000,-46.631060,-23.547890,R VINTE E CINCO DE MARCO,R VINTE E CINCO DE MARCO,ALTURA DO NUMERO 205-UNICO-SE,2019/07/04,7.000000,16:17:00,16:26:00,00:09:00,0.15,"3179",355030833A,-23.543310999999999,-46.635987000000000,AC Central de SP,"2692",CEMADEN,Pluviométrica,"3550308",SÃO PAULO,-46.635987000000000,-23.543310999999999
878.000000,-46.627042,-23.543123,AV MERCURIO,AV MERCURIO,PC S VITO-AMBOS-SE,2019/07/04,7.000000,17:22:00,19:36:00,02:14:00,2.23,"3179",355030833A,-23.543310999999999,-46.635987000000000,AC Central de SP,"2692",CEMADEN,Pluviométrica,"3550308",SÃO PAULO,-46.635987000000000,-23.543310999999999
883.000000,-46.627042,-23.543123,AV MERCURIO,AV MERCURIO,PC S VITO-UNICO-SE,2019/07/04,7.000000,23:41:00,08:09:00,23/01/1900 08:28:00,8.47,"3179",355030833A,-23.543310999999999,-46.635987000000000,AC Central de SP,"2692",CEMADEN,Pluviométrica,"3550308",SÃO PAULO,-46.635987000000000,-23.543310999999999
903.000000,-46.627042,-23.543123,AV MERCURIO,AV MERCURIO,PC S VITO-BAIRROCENTRO-SE,2019/07/05,7.000000,07:51:00,08:09:00,00:18:00,0.30,"3179",355030833A,-23.543310999999999,-46.635987000000000,AC Central de SP,"2692",CEMADEN,Pluviométrica,"3550308",SÃO PAULO,-46.635987000000000,-23.543310999999999
912.000000,-46.641998,-23.529929,R ANHAIA,R ANHAIA,R SILVA PINTO ├ÜNICO,2019/09/01,9.000000,00:28:00,01:12:00,00:44:00,0.73,"3179",355030833A,-23.543310999999999,-46.635987000000000,AC Central de SP,"2692",CEMADEN,Pluviométrica,"3550308",SÃO PAULO,-46.635987000000000,-23.543310999999999
914.000000,-46.641670,-23.537910,AV RIO BRANCO,AV. RIO BRANCO,ALTURA DO N├ÜMERO 633 ├ÜNICO,2019/09/01,9.000000,14:24:00,00:10:00,09:46:00,9.77,"3179",355030833A,-23.543310999999999,-46.635987000000000,AC Central de SP,"2692",CEMADEN,Pluviométrica,"3550308",SÃO PAULO,-46.635987000000000,-23.543310999999999
917.000000,-46.638806,-23.549408,PC DA BANDEIRA,PC. DA. BANDEIRA,AV VINTE E TRES DE MAIO CENTRO/BAIRRO - N├âO INFORMADA,2019/09/02,9.000000,04:35:00,05:20:00,00:45:00,0.75,"3179",355030833A,-23.543310999999999,-46.635987000000000,AC Central de SP,"2692",CEMADEN,Pluviométrica,"3550308",SÃO PAULO,-46.635987000000000,-23.543310999999999
919.000000,-46.627042,-23.543123,AV MERCURIO,AV. MERCURIO (SE),PC S VITO ├ÜNICO ESQUERDA,2019/09/02,9.000000,06:15:00,06:59:00,00:44:00,0.73,"3179",355030833A,-23.543310999999999,-46.635987000000000,AC Central de SP,"2692",CEMADEN,Pluviométrica,"3550308",SÃO PAULO,-46.635987000000000,-23.543310999999999
920.000000,-46.627042,-23.543123,AV MERCURIO,AV. MERCURIO,PC S VITO ├ÜNICO ESQUERDA,2019/09/02,9.000000,06:27:00,06:42:00,00:15:00,0.25,"3179",355030833A,-23.543310999999999,-46.635987000000000,AC Central de SP,"2692",CEMADEN,Pluviométrica,"3550308",SÃO PAULO,-46.635987000000000,-23.543310999999999
922.000000,-46.636328,-23.550116,R SEN FEIJO,R. SEN. FEIJO,ALTURA DO N├ÜMERO 177 ├ÜNICO,2019/09/05,9.000000,11:24:00,12:13:00,00:49:00,0.82,"3179",355030833A,-23.543310999999999,-46.635987000000000,AC Central de SP,"2692",CEMADEN,Pluviométrica,"3550308",SÃO PAULO,-46.635987000000000,-23.543310999999999
939.000000,-46.629470,-23.540356,AV MERCURIO,AV. MERCURIO (SE),R DA CANTAREIRA BAIRRO/CENTRO,2019/11/05,11.000000,18:12:00,19:05:00,00:53:00,0.88,"3179",355030833A,-23.543310999999999,-46.635987000000000,AC Central de SP,"2692",CEMADEN,Pluviométrica,"3550308",SÃO PAULO,-46.635987000000000,-23.543310999999999
946.000000,-46.638806,-23.549408,AV VINTE E TRES DE MAIO,AV. VINTE E TRES DE MAIO (LIBERDADE),PC DA BANDEIRA SANTANA/AEROPORTO,2019/11/05,11.000000,18:23:00,18:43:00,00:20:00,0.33,"3179",355030833A,-23.543310999999999,-46.635987000000000,AC Central de SP,"2692",CEMADEN,Pluviométrica,"3550308",SÃO PAULO,-46.635987000000000,-23.543310999999999
961.000000,-46.641682,-23.537535,AV RIO BRANCO,AV. RIO BRANCO (REPUBLICA),R GAL OSORIO - B/C,2019/11/05,11.000000,19:27:00,03:00:00,08:16:00,8.27,"3179",355030833A,-23.543310999999999,-46.635987000000000,AC Central de SP,"2692",CEMADEN,Pluviométrica,"3550308",SÃO PAULO,-46.635987000000000,-23.543310999999999
974.000000,-46.637146,-23.547130,VD DO CHA,VD. DO. CHA,ALTURA DO NUMERO 40 PATRIARCA/R AZEVEDO,2019/11/06,11.000000,12:17:00,12:30:00,00:13:00,0.22,"3179",355030833A,-23.543310999999999,-46.635987000000000,AC Central de SP,"2692",CEMADEN,Pluviométrica,"3550308",SÃO PAULO,-46.635987000000000,-23.543310999999999
975.000000,-46.627762,-23.539258,R PAULA SOUSA,R. PAULA SOUSA,ALTURA DO N├ÜMERO 556 - ├ÜNICO,2019/11/09,11.000000,09:07:00,09:47:00,00:40:00,0.67,"3179",355030833A,-23.543310999999999,-46.635987000000000,AC Central de SP,"2692",CEMADEN,Pluviométrica,"3550308",SÃO PAULO,-46.635987000000000,-23.543310999999999
976.000000,-46.637549,-23.556087,AV VINTE E TRES DE MAIO,AV. VINTE E TRES DE MAIO (LIBERDADE),VD JACEGUAI - SANTANA/AEROPORTO,2019/11/10,11.000000,07:20:00,07:22:00,00:02:00,0.03,"3179",355030833A,-23.543310999999999,-46.635987000000000,AC Central de SP,"2692",CEMADEN,Pluviométrica,"3550308",SÃO PAULO,-46.635987000000000,-23.543310999999999
977.000000,-46.643630,-23.533080,AL GLETE,AL. GLETE,AL. BR DE. PIRACICABA - ├ÜNICO,2019/11/12,11.000000,13:00:00,13:07:00,00:07:00,0.12,"3179",355030833A,-23.543310999999999,-46.635987000000000,AC Central de SP,"2692",CEMADEN,Pluviométrica,"3550308",SÃO PAULO,-46.635987000000000,-23.543310999999999
978.000000,-46.643630,-23.533080,AL GLETE,AL. GLETE,AL. BR DE. PIRACICABA - ├ÜNICO,2019/11/12,11.000000,18:14:00,22:50:00,04:36:00,4.60,"3179",355030833A,-23.543310999999999,-46.635987000000000,AC Central de SP,"2692",CEMADEN,Pluviométrica,"3550308",SÃO PAULO,-46.635987000000000,-23.543310999999999
984.000000,-46.627557,-23.549089,AV DO ESTADO,AV. DO. ESTADO,VD VINTE E CINCO DE MARCO - SANTANA/IPIRANGA,2019/11/14,11.000000,22:59:00,01:27:00,23/01/1900 02:28:00,2.47,"3179",355030833A,-23.543310999999999,-46.635987000000000,AC Central de SP,"2692",CEMADEN,Pluviométrica,"3550308",SÃO PAULO,-46.635987000000000,-23.543310999999999
987.000000,-46.627042,-23.543123,AV MERCURIO,AV. MERCURIO,PC S. VITO - ├ÜNICO- ESQUERDA,2019/11/15,11.000000,05:35:00,,,0.00,"3179",355030833A,-23.543310999999999,-46.635987000000000,AC Central de SP,"2692",CEMADEN,Pluviométrica,"3550308",SÃO PAULO,-46.635987000000000,-23.543310999999999
992.000000,-46.649880,-23.537050,AV SAO JOAO,AV. S. JOAO,AL GLETE - B/C,2019/11/15,11.000000,16:06:00,,,0.00,"3179",355030833A,-23.543310999999999,-46.635987000000000,AC Central de SP,"2692",CEMADEN,Pluviométrica,"3550308",SÃO PAULO,-46.635987000000000,-23.543310999999999
1016.000000,-46.627042,-23.543123,AV MERCURIO,AV. MERCURIO,PC S. VITO - ├ÜNICO - ESQUERDA,2019/11/27,11.000000,19:21:00,20:54:00,01:33:00,1.55,"3179",355030833A,-23.543310999999999,-46.635987000000000,AC Central de SP,"2692",CEMADEN,Pluviométrica,"3550308",SÃO PAULO,-46.635987000000000,-23.543310999999999
1020.000000,-46.627042,-23.543123,AV MERCURIO,AV. MERCURIO,PC S. VITO - ├ÜNICO,2019/11/28,11.000000,00:31:00,03:15:00,02:44:00,2.73,"3179",355030833A,-23.543310999999999,-46.635987000000000,AC Central de SP,"2692",CEMADEN,Pluviométrica,"3550308",SÃO PAULO,-46.635987000000000,-23.543310999999999
1022.000000,-46.623080,-23.552250,AV ALCANTARA MACHADO,AV. ALCANTARA MACHADO,ALTURA DO N├ÜMERO 190 - B/C - EXP,2019/11/28,11.000000,09:12:00,09:34:00,00:22:00,0.37,"3179",355030833A,-23.543310999999999,-46.635987000000000,AC Central de SP,"2692",CEMADEN,Pluviométrica,"3550308",SÃO PAULO,-46.635987000000000,-23.543310999999999
1026.000000,-46.643630,-23.533080,AL GLETE,AL. GLETE,ALTURA DO N├ÜMERO 218 - C/B,2019/11/28,11.000000,14:45:00,15:11:00,00:26:00,0.43,"3179",355030833A,-23.543310999999999,-46.635987000000000,AC Central de SP,"2692",CEMADEN,Pluviométrica,"3550308",SÃO PAULO,-46.635987000000000,-23.543310999999999
1027.000000,-46.642826,-23.534139,AL BR DE PIRACICABA,AL. BR. DE. PIRACICABA,ALTURA DO N├ÜMERO 223 - B/C,2019/11/28,11.000000,14:50:00,15:12:00,00:22:00,0.37,"3179",355030833A,-23.543310999999999,-46.635987000000000,AC Central de SP,"2692",CEMADEN,Pluviométrica,"3550308",SÃO PAULO,-46.635987000000000,-23.543310999999999
1034.000000,-46.627042,-23.543123,AV MERCURIO,AV. MERCURIO,PC S. VITO - UNICO - ESQUERDA,2019/12/05,12.000000,17:37:00,19:45:00,02:08:00,2.13,"3179",355030833A,-23.543310999999999,-46.635987000000000,AC Central de SP,"2692",CEMADEN,Pluviométrica,"3550308",SÃO PAULO,-46.635987000000000,-23.543310999999999
1048.000000,-46.631848,-23.547481,R DR BITTENCOURT RODRIGUES,R. DR. BETTENCOURT RODRIGUES,ALTURA DO NUMERO 268 - UNICO,2019/12/09,12.000000,17:13:00,19:24:00,02:11:00,2.18,"3179",355030833A,-23.543310999999999,-46.635987000000000,AC Central de SP,"2692",CEMADEN,Pluviométrica,"3550308",SÃO PAULO,-46.635987000000000,-23.543310999999999
1052.000000,-46.628260,-23.554000,R GLICERIO,R. GLICERIO,ALTURA DO NUMERO 194 - UNICO,2019/12/10,12.000000,14:27:00,14:41:00,00:14:00,0.23,"3179",355030833A,-23.543310999999999,-46.635987000000000,AC Central de SP,"2692",CEMADEN,Pluviométrica,"3550308",SÃO PAULO,-46.635987000000000,-23.543310999999999
1060.000000,-46.628154,-23.537220,R DA CANTAREIRA,R. DA CANTAREIRA (BOM RETIRO),R MAUA - UNICO - UNICA,2019/12/10,12.000000,15:10:00,15:52:00,00:42:00,0.70,"3179",355030833A,-23.543310999999999,-46.635987000000000,AC Central de SP,"2692",CEMADEN,Pluviométrica,"3550308",SÃO PAULO,-46.635987000000000,-23.543310999999999
1066.000000,-46.641770,-23.537580,AV RIO BRANCO,AV. RIO BRANCO,R DOS GUSMOES - BAIRRO/CENTRO,2019/12/10,12.000000,15:38:00,15:48:00,00:10:00,0.17,"3179",355030833A,-23.543310999999999,-46.635987000000000,AC Central de SP,"2692",CEMADEN,Pluviométrica,"3550308",SÃO PAULO,-46.635987000000000,-23.543310999999999
1069.000000,-46.641682,-23.537535,AV RIO BRANCO,AV. RIO BRANCO (REPUBLICA),R GAL OSORIO - BAIRRO/CENTRO,2019/12/10,12.000000,15:44:00,16:51:00,01:07:00,1.12,"3179",355030833A,-23.543310999999999,-46.635987000000000,AC Central de SP,"2692",CEMADEN,Pluviométrica,"3550308",SÃO PAULO,-46.635987000000000,-23.543310999999999
1070.000000,-46.630943,-23.543202,R BR DE DUPRAT,R. BR. DE. DUPRAT,ALTURA DO NUMERO 115 - UNICO - UNICA,2019/12/10,12.000000,15:44:00,15:49:00,00:05:00,0.08,"3179",355030833A,-23.543310999999999,-46.635987000000000,AC Central de SP,"2692",CEMADEN,Pluviométrica,"3550308",SÃO PAULO,-46.635987000000000,-23.543310999999999
1073.000000,-46.632772,-23.549419,R VENCESLAU BRAS,R. VENCESLAU BRAS,R IRMA. SIMPLICIANA - UNICO,2019/12/10,12.000000,16:19:00,17:24:00,01:05:00,1.08,"3179",355030833A,-23.543310999999999,-46.635987000000000,AC Central de SP,"2692",CEMADEN,Pluviométrica,"3550308",SÃO PAULO,-46.635987000000000,-23.543310999999999
1074.000000,-46.641670,-23.537910,AV RIO BRANCO,AV. RIO BRANCO,ALTURA DO NUMERO 633 - BAIRRO/CENTRO,2019/12/10,12.000000,16:29:00,16:42:00,00:13:00,0.22,"3179",355030833A,-23.543310999999999,-46.635987000000000,AC Central de SP,"2692",CEMADEN,Pluviométrica,"3550308",SÃO PAULO,-46.635987000000000,-23.543310999999999
1083.000000,-46.627042,-23.543123,AV MERCURIO,AV. MERCURIO,PC S. VITO - ESQUERDA,2019/12/10,12.000000,19:04:00,19:41:00,00:37:00,0.62,"3179",355030833A,-23.543310999999999,-46.635987000000000,AC Central de SP,"2692",CEMADEN,Pluviométrica,"3550308",SÃO PAULO,-46.635987000000000,-23.543310999999999
1086.000000,-46.627042,-23.543123,AV MERCURIO,AV. MERCURIO,PC S. VITO - BAIRRO/CENTRO,2019/12/11,12.000000,05:55:00,06:16:00,00:21:00,0.35,"3179",355030833A,-23.543310999999999,-46.635987000000000,AC Central de SP,"2692",CEMADEN,Pluviométrica,"3550308",SÃO PAULO,-46.635987000000000,-23.543310999999999
1095.000000,-46.642406,-23.541297,R AURORA,R. AURORA,ALTURA DO NUMERO 676 - AMBOS,2019/12/11,12.000000,17:53:00,19:09:00,01:16:00,1.27,"3179",355030833A,-23.543310999999999,-46.635987000000000,AC Central de SP,"2692",CEMADEN,Pluviométrica,"3550308",SÃO PAULO,-46.635987000000000,-23.543310999999999
1097.000000,-46.627042,-23.543123,AV MERCURIO,AV. MERCURIO,PC S. VITO - ESQUERDA,2019/12/11,12.000000,18:17:00,18:32:00,00:15:00,0.25,"3179",355030833A,-23.543310999999999,-46.635987000000000,AC Central de SP,"2692",CEMADEN,Pluviométrica,"3550308",SÃO PAULO,-46.635987000000000,-23.543310999999999
1098.000000,-46.627118,-23.542867,PC SAO VITO,PC. S VITO (SE),AV MERCURIO - UNICO - ESQUERDA,2019/12/11,12.000000,18:22:00,18:32:00,00:10:00,0.17,"3179",355030833A,-23.543310999999999,-46.635987000000000,AC Central de SP,"2692",CEMADEN,Pluviométrica,"3550308",SÃO PAULO,-46.635987000000000,-23.543310999999999
1099.000000,-46.631949,-23.547286,R DR BITTENCOURT RODRIGUES,R. DR. BETTENCOURT RODRIGUES,PC FERNANDO COSTA - UNICO - UNICA,2019/12/11,12.000000,18:23:00,19:22:00,00:59:00,0.98,"3179",355030833A,-23.543310999999999,-46.635987000000000,AC Central de SP,"2692",CEMADEN,Pluviométrica,"3550308",SÃO PAULO,-46.635987000000000,-23.543310999999999
1104.000000,-46.639403,-23.549788,PC DA BANDEIRA,PC. DA. BANDEIRA,ALTURA DO NUMERO 58 - UNICO,2019/12/14,12.000000,16:06:00,17:08:00,01:02:00,1.03,"3179",355030833A,-23.543310999999999,-46.635987000000000,AC Central de SP,"2692",CEMADEN,Pluviométrica,"3550308",SÃO PAULO,-46.635987000000000,-23.543310999999999
1108.000000,-46.638910,-23.549790,PC DA BANDEIRA,PC. DA. BANDEIRA,R STO AMARO - CENTRO/BAIRRO,2019/12/14,12.000000,16:27:00,16:34:00,00:07:00,0.12,"3179",355030833A,-23.543310999999999,-46.635987000000000,AC Central de SP,"2692",CEMADEN,Pluviométrica,"3550308",SÃO PAULO,-46.635987000000000,-23.543310999999999
1118.000000,-46.649496,-23.555771,R MANOEL DUTRA,R. MANOEL DUTRA (BELA VISTA),PC QUATORZE BIS - UNICO,2019/12/17,12.000000,16:15:00,17:09:00,00:54:00,0.90,"3179",355030833A,-23.543310999999999,-46.635987000000000,AC Central de SP,"2692",CEMADEN,Pluviométrica,"3550308",SÃO PAULO,-46.635987000000000,-23.543310999999999
1126.000000,-46.641682,-23.537535,AV RIO BRANCO,AV. RIO BRANCO (REPUBLICA),R GAL OSORIO - BAIRRO/CENTRO,2019/12/17,12.000000,16:35:00,18:00:00,01:25:00,1.42,"3179",355030833A,-23.543310999999999,-46.635987000000000,AC Central de SP,"2692",CEMADEN,Pluviométrica,"3550308",SÃO PAULO,-46.635987000000000,-23.543310999999999
1134.000000,-46.637146,-23.547130,VD DO CHA,VD. DO. CHA,ALTURA DO NUMERO 0 - PATRIARCA/R AZEVEDO,2019/12/18,12.000000,13:01:00,13:34:00,00:33:00,0.55,"3179",355030833A,-23.543310999999999,-46.635987000000000,AC Central de SP,"2692",CEMADEN,Pluviométrica,"3550308",SÃO PAULO,-46.635987000000000,-23.543310999999999
1139.000000,-46.641155,-23.538239,AV RIO BRANCO,AV. RIO BRANCO (REPUBLICA),R DOS GUSMOES - BAIRRO/CENTRO,2019/12/23,12.000000,14:23:00,15:17:00,00:54:00,0.90,"3179",355030833A,-23.543310999999999,-46.635987000000000,AC Central de SP,"2692",CEMADEN,Pluviométrica,"3550308",SÃO PAULO,-46.635987000000000,-23.543310999999999
1140.000000,-46.641770,-23.537580,AV RIO BRANCO,AV. RIO BRANCO,R DOS GUSMOES - BAIRRO/CENTRO - ├ÜNICO,2019/12/23,12.000000,14:23:00,15:17:00,00:54:00,0.90,"3179",355030833A,-23.543310999999999,-46.635987000000000,AC Central de SP,"2692",CEMADEN,Pluviométrica,"3550308",SÃO PAULO,-46.635987000000000,-23.543310999999999
1161.000000,-46.627042,-23.543123,AV MERCURIO,AV. MERCURIO (SE),PC S VITO - BAIRRO/CENTRO,2019/12/23,12.000000,19:09:00,21:24:00,02:15:00,2.25,"3179",355030833A,-23.543310999999999,-46.635987000000000,AC Central de SP,"2692",CEMADEN,Pluviométrica,"3550308",SÃO PAULO,-46.635987000000000,-23.543310999999999
